"","Year_Birth","Education","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response"
"261",1971,"Master",1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1
"262",1983,"Graduation",1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0
"263",1968,"Graduation",0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1
"264",1965,"Graduation",0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1
"265",1899,"PhD",0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0
"266",1988,"Graduation",0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0
"267",1986,"Graduation",0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0
"268",1950,"PhD",0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0
"269",1973,"Basic",1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1
"270",1952,"Graduation",0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0
"271",1965,"Graduation",1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0
"272",1971,"Graduation",1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0
"273",1986,"Graduation",1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0
"274",1966,"PhD",0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1
"275",1976,"PhD",0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0
"276",1978,"Graduation",1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0
"277",1955,"Graduation",0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0
"278",1969,"PhD",0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0
"279",1943,"Master",0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0
"280",1948,"PhD",0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0
"281",1969,"PhD",0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0
"282",1978,"Graduation",2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0
"283",1978,"PhD",1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
"284",1967,"Graduation",1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0
"285",1969,"Graduation",0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0
"286",1976,"Graduation",1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0
"287",1962,"Graduation",0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0
"288",1975,"PhD",0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
"289",1984,"2n Cycle",1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0
"290",1975,"Graduation",1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0
"291",1970,"Master",1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0
"292",1966,"Graduation",0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0
"293",1972,"PhD",1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1
"294",1975,"Master",1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0
"295",1989,"Graduation",1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
"296",1961,"PhD",0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0
"297",1969,"PhD",2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
"298",1985,"Graduation",1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
"299",1954,"Graduation",0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0
"300",1973,"2n Cycle",2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0
"301",1981,"Master",1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0
"302",1971,"Graduation",1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0
"303",1960,"Graduation",0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
"304",1949,"Graduation",0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0
"305",1968,"PhD",1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0
"306",1979,"Graduation",0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0
"307",1979,"Master",1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0
"308",1993,"Graduation",0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0
"309",1946,"PhD",0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0
"310",1968,"Master",0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0
"311",1991,"PhD",0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
"312",1971,"Graduation",1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0
"313",1987,"Graduation",1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0
"314",1980,"2n Cycle",1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1
"315",1956,"2n Cycle",1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0
"316",1965,"Graduation",0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0
"317",1974,"Graduation",1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0
"318",1960,"Graduation",0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0
"319",1955,"PhD",1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1
"320",1965,"Graduation",1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0
"321",1972,"PhD",1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1
"322",1971,"PhD",1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0
"323",1974,"PhD",1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0
"324",1976,"Graduation",0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0
"325",1955,"PhD",0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0
"326",1987,"Graduation",1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0
"327",1962,"Graduation",0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0
"328",1943,"PhD",0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0
"329",1975,"2n Cycle",1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0
"330",1981,"Graduation",0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1
"331",1971,"Master",1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0
"332",1973,"PhD",1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0
"333",1983,"Graduation",1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0
"334",1982,"Master",1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0
"335",1974,"Master",0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1
"336",1986,"Graduation",0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0
"337",1989,"Graduation",1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0
"338",1968,"Graduation",0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0
"339",1961,"PhD",0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1
"340",1967,"2n Cycle",1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0
"341",1964,"Graduation",0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0
"342",1970,"Graduation",1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0
"343",1956,"Master",0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
"344",1966,"Graduation",0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0
"345",1949,"Master",0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0
"346",1986,"2n Cycle",1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0
"347",1989,"Graduation",1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
"348",1946,"Graduation",0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0
"349",1974,"2n Cycle",0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
"350",1959,"Graduation",0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0
"351",1972,"Master",1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0
"352",1964,"Graduation",0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0
"353",1976,"Graduation",1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0
"354",1953,"PhD",0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0
"355",1969,"Graduation",0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
"356",1971,"Master",1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0
"357",1980,"2n Cycle",1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0
"358",1976,"Graduation",0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0
"359",1972,"Graduation",1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0
"360",1966,"2n Cycle",0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1
"361",1984,"Master",1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1
"362",1952,"Graduation",0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0
"363",1982,"2n Cycle",0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0
"364",1964,"Graduation",0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1
"365",1958,"PhD",0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0
"366",1975,"Graduation",1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0
"367",1969,"PhD",0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0
"368",1955,"PhD",0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1
"369",1970,"Graduation",1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0
"370",1951,"Graduation",0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0
"371",1971,"PhD",1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0
"372",1975,"Graduation",0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0
"373",1980,"Graduation",1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1
"374",1981,"PhD",1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1
"375",1978,"Graduation",1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0
"376",1988,"Graduation",1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0
"377",1956,"Graduation",0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0
"378",1972,"PhD",1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0
"379",1977,"Graduation",1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0
"380",1972,"Master",1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0
"381",1974,"Graduation",1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1
"382",1960,"Master",0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0
"383",1964,"PhD",0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1
"384",1969,"Graduation",1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0
"385",1952,"2n Cycle",0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0
"386",1976,"Graduation",1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0
"387",1964,"Master",0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0
"388",1944,"PhD",0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0
"389",1962,"Master",0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0
"390",1978,"Graduation",0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0
"391",1949,"PhD",0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0
"392",1944,"Graduation",0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0
"393",1950,"Graduation",1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
"394",1961,"Master",0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
"395",1990,"Basic",0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0
"396",1985,"PhD",1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0
"397",1956,"Master",0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
"398",1953,"Graduation",0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0
"399",1976,"Graduation",0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0
"400",1989,"Graduation",0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
"401",1992,"Graduation",0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
"402",1959,"Graduation",0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0
"403",1981,"PhD",1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0
"404",1979,"Graduation",0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0
"405",1964,"Graduation",0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0
"406",1959,"Master",0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0
"407",1946,"PhD",0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0
"408",1961,"Graduation",1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
"409",1990,"Graduation",1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0
"410",1959,"Graduation",0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
"411",1944,"Master",0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0
"412",1987,"Master",0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0
"413",1991,"Graduation",0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0
"414",1953,"Graduation",0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0
"415",1987,"Graduation",1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1
"416",1986,"Graduation",1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0
"417",1958,"PhD",0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
"418",1977,"Master",0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0
"419",1964,"Graduation",0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0
"420",1960,"PhD",1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0
"421",1975,"2n Cycle",0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0
"422",1969,"Graduation",0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0
"423",1977,"Master",1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0
"424",1962,"Graduation",1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0
"425",1982,"Graduation",1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
"426",1951,"Master",0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
"427",1967,"Graduation",0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1
"428",1952,"2n Cycle",0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
"429",1981,"Master",1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0
"430",1977,"2n Cycle",1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0
"431",1984,"PhD",1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0
"432",1982,"PhD",0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1
"433",1964,"Graduation",0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1
"434",1980,"Graduation",1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0
"435",1973,"Master",1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
"436",1963,"2n Cycle",1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0
"437",1989,"Graduation",1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1
"438",1971,"PhD",0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0
"439",1963,"Graduation",0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
"440",1952,"Graduation",1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
"441",1978,"PhD",1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0
"442",1982,"Graduation",0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0
"443",1970,"2n Cycle",0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
"444",1959,"Graduation",0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1
"445",1978,"Graduation",1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
"446",1980,"Graduation",0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0
"447",1971,"Master",0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0
"448",1970,"2n Cycle",0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
"449",1963,"PhD",0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0
"450",1950,"PhD",0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0
"451",1962,"Graduation",0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0
"452",1951,"Master",1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0
"453",1979,"Graduation",0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
"454",1974,"Graduation",0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
"455",1968,"PhD",1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0
"456",1978,"2n Cycle",1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0
"457",1981,"Master",1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0
"458",1977,"PhD",0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1
"459",1968,"Graduation",1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0
"460",1966,"PhD",1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0
"461",1956,"Master",1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0
"462",1951,"Graduation",0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0
"463",1967,"2n Cycle",1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
"464",1951,"Master",0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0
"465",1971,"2n Cycle",1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0
"466",1955,"Graduation",0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1
"467",1961,"Master",0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0
"468",1955,"Graduation",0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0
"469",1959,"Graduation",0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0
"470",1984,"PhD",1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1
"471",1975,"Master",0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1
"472",1965,"Master",0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0
"473",1977,"Graduation",1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0
"474",1969,"Graduation",1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0
"475",1978,"2n Cycle",1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0
"476",1981,"Graduation",1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0
"477",1961,"Graduation",0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0
"478",1960,"Graduation",0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
"479",1948,"PhD",0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0
"480",1966,"Master",1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0
"481",1956,"Graduation",2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0
"482",1975,"Basic",0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0
"483",1965,"Graduation",0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0
"484",1969,"Master",0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0
"485",1944,"Master",0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0
"486",1973,"Basic",1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0
"487",1969,"PhD",0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1
"488",1974,"Graduation",1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0
"489",1965,"Master",2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0
"490",1976,"PhD",1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0
"491",1978,"Graduation",1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0
"492",1960,"Master",0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0
"493",1961,"PhD",0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0
"494",1949,"Graduation",0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0
"495",1978,"2n Cycle",1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0
"496",1955,"2n Cycle",0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0
"497",1976,"Graduation",1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0
"498",1975,"Graduation",0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0
"499",1960,"Graduation",0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1
"500",1977,"Graduation",1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0
"501",1970,"PhD",1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0
"502",1958,"PhD",0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0
"503",1970,"2n Cycle",0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
"504",1960,"2n Cycle",0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1
"505",1973,"Graduation",0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1
"506",1962,"Graduation",2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
"507",1952,"Graduation",0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0
"508",1962,"Graduation",0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0
"509",1950,"Master",0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1
"510",1971,"Graduation",0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0
"511",1948,"PhD",0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0
"512",1959,"PhD",0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0
"513",1964,"Graduation",0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0
"514",1947,"Master",0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1
"515",1971,"PhD",1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0
"516",1970,"Graduation",0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1
"517",1970,"Master",1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0
